Post Date,Post Type,Campaign Type,Hashtags,Audience Emotion,Engagement Source,Impressions,Reach,Likes,Comments,Shares,Saves,Profile Visits,Follows
2024-10-12,Reel,Influencer Collab,#VeganBeauty,Curious,Paid,3620,2882,540,53,10,52,61,16
2024-08-24,Reel,Product Launch,"#CrueltyFree, #SugarCosmetics, #BoldLooks",Curious,Paid,32615,20483,1774,245,107,140,870,131
2024-08-28,Reel,Giveaway,"#BoldLooks, #CrueltyFree, #VeganBeauty",Confident,Paid,41409,34788,3478,208,250,228,910,223
2025-02-08,Video,Tutorial,#SugarCosmetics,Happy,Collab,10187,7941,1184,118,19,32,217,52
2025-03-26,Video,Giveaway,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Curious,Paid,27880,24779,3643,479,136,125,332,128
2024-09-13,Image,Festive Offer,"#MakeupGoals, #CrueltyFree",Confident,Paid,27855,21040,1843,272,43,118,654,257
2024-08-05,Image,Influencer Collab,#BoldLooks,Curious,Influencer,44593,37115,6797,631,349,241,683,74
2025-02-05,Video,Festive Offer,#SugarCosmetics,Excited,Influencer,12906,10094,2242,113,29,208,413,115
2025-03-08,Story,Festive Offer,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Happy,Organic,39897,32941,3884,606,233,157,1186,173
2024-09-29,Image,Tutorial,"#MakeupGoals, #BoldLooks, #VeganBeauty",Curious,Organic,13500,12317,1745,264,95,48,266,131
2024-07-26,Image,Tutorial,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Inspired,Paid,27355,18569,1883,229,81,175,459,114
2025-03-09,Story,Influencer Collab,#VeganBeauty,Inspired,Influencer,21812,19717,4276,748,311,185,462,103
2024-05-21,Image,Festive Offer,#CrueltyFree,Curious,Paid,49158,38316,4967,618,348,104,1718,478
2024-10-18,Reel,Influencer Collab,"#SugarCosmetics, #CrueltyFree",Confident,Collab,43865,27151,5297,329,394,211,1224,520
2024-04-26,Story,Product Launch,"#BoldLooks, #MakeupGoals, #VeganBeauty",Inspired,Organic,24671,19977,4225,280,193,198,654,290
2025-02-04,Image,Influencer Collab,#CrueltyFree,Happy,Paid,40220,25153,5535,453,388,351,1089,163
2024-11-14,Reel,Influencer Collab,#SugarCosmetics,Curious,Paid,30892,27102,2575,391,84,233,879,153
2024-05-09,Story,Influencer Collab,#SugarCosmetics,Excited,Organic,17911,16987,926,61,60,79,363,71
2024-09-02,Video,Festive Offer,"#SugarCosmetics, #MakeupGoals, #VeganBeauty",Curious,Influencer,17105,14956,1718,271,118,166,706,293
2024-07-15,Video,Festive Offer,#CrueltyFree,Curious,Influencer,26825,21590,3444,503,114,92,318,60
2024-12-27,Reel,Product Launch,#MakeupGoals,Inspired,Influencer,17799,13746,788,62,66,68,298,134
2024-05-15,Story,Giveaway,"#SugarCosmetics, #VeganBeauty, #CrueltyFree",Confident,Organic,38138,30770,7626,572,108,628,618,266
2025-02-16,Image,Influencer Collab,#VeganBeauty,Inspired,Collab,13674,8708,1432,179,124,89,175,64
2024-12-28,Video,Festive Offer,"#SugarCosmetics, #MakeupGoals",Happy,Influencer,15746,12246,1906,327,145,139,178,69
2024-05-04,Video,Tutorial,#SugarCosmetics,Inspired,Paid,42340,38653,9043,526,758,208,954,302
2025-02-06,Story,Product Launch,#SugarCosmetics,Curious,Influencer,34312,29549,1526,114,95,117,1378,526
2024-05-01,Story,Giveaway,#MakeupGoals,Happy,Collab,48599,35471,6882,1041,505,406,898,169
2024-07-24,Reel,Giveaway,"#CrueltyFree, #SugarCosmetics",Happy,Influencer,47716,37345,2421,190,207,188,1710,251
2024-07-05,Video,Tutorial,"#MakeupGoals, #SugarCosmetics",Confident,Collab,15674,13850,1729,146,131,76,236,97
2025-03-11,Image,Product Launch,"#MakeupGoals, #BoldLooks",Confident,Paid,26745,23915,5250,870,468,443,815,177
2024-04-27,Video,Festive Offer,#CrueltyFree,Confident,Influencer,45399,41570,5380,466,270,245,1653,807
2024-12-16,Story,Tutorial,"#SugarCosmetics, #CrueltyFree, #MakeupGoals",Excited,Paid,28916,26063,4252,312,306,259,938,427
2024-06-17,Story,Product Launch,#BoldLooks,Happy,Paid,21968,16303,1182,161,16,73,741,322
2024-07-20,Reel,Festive Offer,"#BoldLooks, #VeganBeauty",Confident,Influencer,36862,34013,2411,167,144,220,1665,197
2024-06-07,Image,Giveaway,"#VeganBeauty, #SugarCosmetics",Happy,Influencer,1694,1172,97,14,5,3,26,8
2024-10-20,Reel,Giveaway,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Happy,Organic,41823,25387,5790,783,480,490,446,64
2025-01-04,Video,Influencer Collab,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Happy,Influencer,19526,14975,2672,148,176,219,449,109
2024-06-02,Video,Product Launch,"#CrueltyFree, #BoldLooks, #MakeupGoals",Confident,Organic,29760,18183,3551,622,168,288,308,70
2024-11-24,Image,Tutorial,"#BoldLooks, #CrueltyFree",Confident,Influencer,4271,3351,514,70,39,49,43,5
2024-07-12,Reel,Giveaway,"#MakeupGoals, #BoldLooks",Curious,Influencer,20586,13594,2255,300,172,135,283,47
2024-10-16,Reel,Influencer Collab,#SugarCosmetics,Curious,Collab,46541,39636,6496,1044,147,588,1319,198
2025-01-15,Video,Giveaway,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Confident,Collab,48850,36395,6838,694,239,681,1456,521
2024-07-27,Reel,Influencer Collab,#SugarCosmetics,Confident,Influencer,18165,15316,3203,323,33,186,162,22
2025-02-11,Image,Influencer Collab,#BoldLooks,Curious,Organic,31413,23654,2504,343,37,79,894,140
2024-09-09,Reel,Product Launch,#BoldLooks,Curious,Organic,21156,19991,3214,609,33,256,922,143
2024-06-23,Reel,Influencer Collab,#MakeupGoals,Happy,Influencer,47127,35229,6746,805,557,231,1704,432
2024-12-10,Story,Tutorial,#BoldLooks,Inspired,Paid,8041,5071,896,167,25,65,66,22
2024-12-11,Video,Festive Offer,#MakeupGoals,Confident,Paid,29132,18840,3978,789,174,221,223,23
2025-02-03,Reel,Influencer Collab,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Excited,Organic,10001,8319,679,104,14,36,165,65
2025-01-23,Story,Tutorial,"#BoldLooks, #SugarCosmetics, #CrueltyFree",Excited,Paid,48573,45487,7757,1038,87,205,1505,714
2024-06-02,Story,Product Launch,#VeganBeauty,Inspired,Influencer,32740,27200,4758,439,209,134,1054,317
2025-02-15,Reel,Festive Offer,#SugarCosmetics,Curious,Paid,44548,40105,4399,829,134,351,1412,564
2025-03-03,Story,Festive Offer,#VeganBeauty,Curious,Collab,1684,1315,185,10,16,3,62,18
2024-06-21,Image,Product Launch,"#CrueltyFree, #MakeupGoals, #VeganBeauty",Inspired,Collab,2234,2006,301,45,13,12,96,32
2024-08-18,Image,Influencer Collab,#VeganBeauty,Excited,Collab,29506,25212,1264,240,31,48,517,59
2024-05-31,Story,Giveaway,"#SugarCosmetics, #BoldLooks, #MakeupGoals",Excited,Organic,23551,17871,3290,321,145,326,355,107
2024-11-29,Story,Tutorial,#CrueltyFree,Curious,Organic,22346,15278,2032,289,108,115,374,125
2024-04-29,Image,Influencer Collab,#VeganBeauty,Confident,Collab,4424,3665,234,33,22,14,141,45
2025-04-14,Story,Product Launch,#BoldLooks,Excited,Paid,19402,17458,4169,418,252,115,314,83
2024-08-18,Reel,Festive Offer,"#CrueltyFree, #MakeupGoals, #BoldLooks",Happy,Organic,46955,28760,4476,668,128,413,1252,361
2024-11-28,Story,Giveaway,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Confident,Collab,4688,3745,516,31,26,44,129,55
2025-01-07,Reel,Influencer Collab,#SugarCosmetics,Curious,Organic,36983,22621,5260,356,358,210,983,299
2025-04-06,Story,Tutorial,"#BoldLooks, #VeganBeauty",Excited,Paid,11916,8905,1176,99,26,42,108,19
2024-09-11,Story,Tutorial,"#SugarCosmetics, #BoldLooks",Confident,Collab,43679,35796,4054,794,111,193,870,89
2024-09-20,Video,Tutorial,#VeganBeauty,Inspired,Organic,22767,19847,3966,393,257,355,210,57
2025-01-21,Story,Festive Offer,#BoldLooks,Inspired,Collab,24555,18073,2407,389,44,146,588,175
2024-07-05,Video,Festive Offer,"#CrueltyFree, #MakeupGoals",Excited,Organic,3978,2679,345,33,15,11,80,33
2024-05-18,Video,Giveaway,"#VeganBeauty, #CrueltyFree",Inspired,Collab,25435,21561,3160,582,311,164,573,150
2024-12-05,Story,Product Launch,"#VeganBeauty, #MakeupGoals",Happy,Collab,9498,8297,1674,203,23,74,179,75
2025-01-12,Reel,Product Launch,#BoldLooks,Inspired,Organic,24131,18635,4213,471,245,100,188,37
2025-03-07,Story,Influencer Collab,"#BoldLooks, #MakeupGoals",Curious,Collab,46468,35146,5080,744,100,278,1717,197
2024-12-18,Video,Tutorial,"#CrueltyFree, #VeganBeauty, #BoldLooks",Excited,Paid,45918,42664,4357,775,382,356,714,306
2024-07-22,Video,Product Launch,#CrueltyFree,Inspired,Collab,40620,28980,7114,395,356,206,697,348
2024-05-28,Video,Influencer Collab,"#MakeupGoals, #VeganBeauty",Confident,Paid,12982,9949,1220,178,111,40,251,39
2025-01-14,Reel,Product Launch,#VeganBeauty,Happy,Paid,21637,20493,4261,637,175,143,269,101
2025-02-13,Story,Tutorial,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Excited,Organic,42509,38803,6051,910,513,193,447,201
2024-08-14,Video,Tutorial,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Confident,Paid,31428,21730,5353,988,115,118,815,278
2025-03-15,Video,Influencer Collab,"#BoldLooks, #MakeupGoals",Curious,Organic,41146,37578,9264,1348,227,856,1151,185
2025-01-09,Video,Product Launch,"#BoldLooks, #CrueltyFree, #VeganBeauty",Confident,Organic,19296,14352,770,69,63,53,576,160
2024-12-08,Reel,Tutorial,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Inspired,Influencer,28167,21224,4380,734,222,365,924,334
2025-02-26,Story,Influencer Collab,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Inspired,Influencer,8637,7943,1363,182,131,95,161,34
2024-06-05,Story,Giveaway,#CrueltyFree,Excited,Influencer,15547,13330,1475,150,146,41,349,43
2025-02-22,Reel,Giveaway,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Confident,Organic,13563,9359,1766,98,151,98,331,62
2024-11-24,Story,Festive Offer,#SugarCosmetics,Happy,Influencer,47069,34856,3837,654,132,298,636,127
2025-02-17,Reel,Giveaway,"#SugarCosmetics, #BoldLooks",Happy,Collab,21895,19277,2546,215,118,219,368,113
2024-05-05,Image,Festive Offer,"#MakeupGoals, #SugarCosmetics",Excited,Organic,24365,15126,2604,277,212,234,666,273
2024-09-01,Reel,Influencer Collab,"#VeganBeauty, #SugarCosmetics",Confident,Collab,40767,36661,4373,856,429,181,426,162
2024-11-12,Video,Giveaway,"#VeganBeauty, #MakeupGoals",Happy,Organic,6664,4233,810,44,71,25,63,10
2024-10-02,Story,Festive Offer,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Inspired,Paid,2055,1888,340,56,14,11,67,15
2025-01-01,Video,Product Launch,"#BoldLooks, #CrueltyFree",Excited,Collab,37163,25642,6147,463,595,130,749,174
2024-09-10,Video,Product Launch,"#SugarCosmetics, #VeganBeauty, #CrueltyFree",Confident,Paid,8507,6803,932,104,70,69,294,58
2024-05-15,Story,Festive Offer,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Excited,Organic,4937,4224,661,125,63,32,173,68
2024-11-01,Image,Giveaway,"#BoldLooks, #SugarCosmetics, #VeganBeauty",Inspired,Influencer,22448,18835,3430,660,259,82,854,380
2024-12-26,Video,Festive Offer,"#BoldLooks, #VeganBeauty, #MakeupGoals",Inspired,Organic,29879,20336,3298,231,128,306,536,214
2024-08-29,Video,Tutorial,"#BoldLooks, #VeganBeauty",Curious,Paid,41768,28679,6064,997,271,584,1331,645
2024-04-24,Reel,Giveaway,"#CrueltyFree, #MakeupGoals, #BoldLooks",Inspired,Collab,6113,4090,717,109,15,59,43,12
2025-03-15,Story,Tutorial,"#MakeupGoals, #BoldLooks",Excited,Paid,32555,22728,4459,384,113,278,490,172
2024-09-29,Video,Influencer Collab,"#SugarCosmetics, #MakeupGoals, #CrueltyFree",Inspired,Paid,15986,15102,842,84,16,34,657,74
2025-03-04,Image,Tutorial,"#MakeupGoals, #SugarCosmetics",Confident,Influencer,47433,41381,7105,1389,309,529,518,133
2024-10-26,Image,Giveaway,"#MakeupGoals, #SugarCosmetics",Inspired,Influencer,13380,10552,1135,77,83,81,263,126
2024-05-30,Video,Festive Offer,"#CrueltyFree, #BoldLooks",Excited,Collab,6497,4158,461,77,19,18,153,27
2024-10-04,Image,Product Launch,"#BoldLooks, #VeganBeauty, #CrueltyFree",Excited,Paid,34402,31995,6687,516,495,339,834,344
2024-09-06,Story,Giveaway,"#MakeupGoals, #CrueltyFree",Happy,Organic,5276,4052,600,94,56,16,43,18
2024-12-22,Reel,Influencer Collab,"#BoldLooks, #SugarCosmetics",Excited,Collab,49994,47261,8217,1213,229,322,1719,797
2025-03-31,Image,Festive Offer,#VeganBeauty,Happy,Paid,2031,1359,104,6,9,4,13,2
2025-03-07,Image,Tutorial,"#VeganBeauty, #CrueltyFree",Confident,Influencer,10609,7437,593,51,55,36,182,81
2024-10-14,Video,Giveaway,#BoldLooks,Happy,Influencer,6392,5390,399,33,16,32,179,67
2025-01-18,Video,Tutorial,"#VeganBeauty, #SugarCosmetics, #MakeupGoals",Inspired,Organic,48183,30021,2649,294,249,132,1097,221
2024-06-17,Image,Festive Offer,"#SugarCosmetics, #BoldLooks, #CrueltyFree",Inspired,Influencer,18855,17561,2520,456,209,248,826,379
2024-10-05,Story,Festive Offer,#SugarCosmetics,Excited,Influencer,28659,21001,3177,427,121,138,826,370
2024-06-26,Story,Giveaway,#SugarCosmetics,Inspired,Paid,2973,1953,194,19,4,12,95,38
2025-01-29,Image,Tutorial,#VeganBeauty,Curious,Paid,5858,4591,415,48,33,27,63,20
2024-11-07,Image,Festive Offer,#BoldLooks,Happy,Organic,44066,40462,2846,163,29,131,1473,577
2024-12-27,Image,Product Launch,"#MakeupGoals, #SugarCosmetics",Inspired,Organic,15901,13349,1628,244,22,83,555,233
2024-08-02,Reel,Tutorial,"#BoldLooks, #CrueltyFree",Confident,Collab,35525,21447,3743,418,327,150,1056,364
2024-12-14,Story,Influencer Collab,"#BoldLooks, #VeganBeauty, #MakeupGoals",Inspired,Collab,18535,12484,1866,226,170,42,284,96
2025-02-27,Image,Influencer Collab,"#BoldLooks, #SugarCosmetics, #VeganBeauty",Happy,Collab,19891,14476,2494,385,101,71,185,62
2025-04-11,Story,Festive Offer,#SugarCosmetics,Confident,Collab,44848,37099,3068,168,69,210,637,121
2024-11-14,Image,Product Launch,#MakeupGoals,Curious,Influencer,37486,33952,3934,543,339,217,363,47
2025-02-14,Image,Product Launch,"#MakeupGoals, #VeganBeauty",Excited,Collab,7398,5596,768,128,14,47,243,104
2024-10-23,Story,Influencer Collab,#MakeupGoals,Curious,Influencer,9060,7479,416,72,33,16,286,53
2024-10-16,Video,Festive Offer,"#VeganBeauty, #SugarCosmetics, #CrueltyFree",Happy,Paid,6067,4884,990,196,77,82,169,83
2024-10-05,Video,Influencer Collab,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Curious,Collab,12929,7889,1349,147,49,120,314,139
2025-03-05,Story,Product Launch,"#MakeupGoals, #VeganBeauty",Curious,Organic,13634,8683,754,76,44,58,160,59
2025-01-28,Reel,Product Launch,"#CrueltyFree, #MakeupGoals",Confident,Collab,22143,20284,4520,540,348,314,854,232
2024-12-05,Reel,Festive Offer,#VeganBeauty,Inspired,Paid,49817,36836,3938,297,158,270,1216,201
2024-08-01,Image,Product Launch,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Excited,Influencer,49812,33021,4740,925,368,402,373,107
2024-08-22,Story,Tutorial,"#CrueltyFree, #MakeupGoals",Curious,Influencer,30492,27153,1625,289,96,58,616,131
2025-03-15,Video,Tutorial,#BoldLooks,Inspired,Influencer,25756,19694,3063,612,263,149,205,71
2024-07-23,Image,Festive Offer,"#VeganBeauty, #MakeupGoals",Happy,Collab,44907,38946,5431,915,356,157,632,173
2025-03-07,Reel,Festive Offer,"#CrueltyFree, #SugarCosmetics",Confident,Organic,36613,29755,4690,564,170,197,892,146
2025-04-17,Story,Festive Offer,#SugarCosmetics,Happy,Influencer,11482,8958,753,112,65,30,265,129
2024-05-22,Story,Tutorial,"#CrueltyFree, #MakeupGoals",Curious,Paid,22695,15932,2295,443,181,223,634,107
2024-08-05,Story,Influencer Collab,"#VeganBeauty, #BoldLooks",Confident,Paid,28759,24342,4088,480,356,394,729,344
2025-03-27,Story,Giveaway,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Curious,Collab,21012,18830,2283,399,197,123,238,23
2024-10-11,Story,Product Launch,"#BoldLooks, #SugarCosmetics",Excited,Collab,33442,25314,6230,638,315,191,301,123
2024-07-22,Reel,Giveaway,#VeganBeauty,Inspired,Paid,20199,13292,2647,282,139,186,615,164
2025-02-04,Story,Influencer Collab,#MakeupGoals,Happy,Influencer,30881,21871,1604,317,60,48,392,131
2024-10-16,Image,Festive Offer,"#BoldLooks, #SugarCosmetics",Happy,Organic,11247,7796,1165,131,31,54,304,111
2024-11-26,Video,Festive Offer,"#SugarCosmetics, #VeganBeauty",Confident,Paid,29878,20750,1895,280,89,65,779,253
2024-12-12,Video,Festive Offer,#MakeupGoals,Happy,Organic,23703,15196,3147,475,64,237,420,200
2025-01-03,Reel,Product Launch,"#VeganBeauty, #MakeupGoals",Curious,Paid,43039,36954,3309,584,93,262,1382,557
2024-09-13,Reel,Influencer Collab,"#SugarCosmetics, #VeganBeauty, #MakeupGoals",Inspired,Paid,6813,6003,1495,131,73,92,130,13
2024-08-27,Video,Tutorial,"#BoldLooks, #VeganBeauty, #MakeupGoals",Curious,Paid,26568,16150,987,57,90,76,598,184
2024-04-30,Reel,Tutorial,"#VeganBeauty, #CrueltyFree, #BoldLooks",Happy,Organic,4065,3368,812,40,26,76,159,61
2024-10-28,Reel,Product Launch,"#SugarCosmetics, #BoldLooks",Excited,Collab,5267,3412,691,36,65,18,143,65
2025-03-15,Reel,Festive Offer,"#MakeupGoals, #BoldLooks, #VeganBeauty",Excited,Paid,18140,16843,1468,288,146,94,283,64
2024-08-23,Story,Tutorial,"#CrueltyFree, #SugarCosmetics, #VeganBeauty",Happy,Paid,37843,30045,5160,975,360,388,1246,182
2024-06-28,Image,Influencer Collab,#VeganBeauty,Confident,Organic,39459,36325,3908,304,268,300,1362,310
2024-10-25,Image,Product Launch,"#BoldLooks, #SugarCosmetics",Inspired,Organic,23063,17179,2519,225,106,83,507,211
2024-07-10,Story,Product Launch,#BoldLooks,Inspired,Influencer,18862,14865,810,94,65,60,526,243
2024-09-04,Reel,Festive Offer,#MakeupGoals,Inspired,Paid,49884,36739,4824,658,114,164,786,379
2025-02-23,Video,Giveaway,"#VeganBeauty, #BoldLooks, #SugarCosmetics",Curious,Influencer,36361,32991,5515,833,454,401,855,261
2024-07-28,Image,Festive Offer,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Confident,Collab,26651,23476,5144,346,500,497,570,72
2024-08-29,Reel,Festive Offer,#MakeupGoals,Happy,Collab,11510,8540,1587,95,100,129,368,61
2024-08-05,Image,Festive Offer,"#BoldLooks, #CrueltyFree",Happy,Organic,17702,16602,3100,523,112,81,489,110
2025-03-27,Reel,Festive Offer,"#BoldLooks, #CrueltyFree",Inspired,Paid,48358,33659,4329,468,155,179,1495,191
2024-12-06,Reel,Product Launch,#MakeupGoals,Confident,Paid,24284,16039,1907,112,65,155,728,137
2025-01-16,Reel,Giveaway,"#CrueltyFree, #VeganBeauty",Confident,Influencer,5656,4986,386,64,31,24,111,17
2025-03-27,Reel,Festive Offer,"#BoldLooks, #SugarCosmetics",Confident,Organic,17997,13335,3086,496,181,192,318,98
2024-08-04,Image,Tutorial,"#CrueltyFree, #BoldLooks, #VeganBeauty",Curious,Collab,13674,8210,1226,199,103,110,242,85
2024-11-21,Image,Product Launch,#CrueltyFree,Excited,Collab,27490,18898,3364,610,160,312,939,133
2024-04-23,Image,Influencer Collab,"#SugarCosmetics, #MakeupGoals, #VeganBeauty",Confident,Influencer,25509,18827,4635,759,259,331,265,116
2024-11-05,Video,Giveaway,"#CrueltyFree, #MakeupGoals, #BoldLooks",Curious,Influencer,25795,20014,4396,233,283,185,890,189
2024-07-02,Reel,Product Launch,#SugarCosmetics,Happy,Paid,15610,11918,1168,215,68,114,505,162
2024-05-22,Reel,Product Launch,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Curious,Collab,16186,12300,2107,296,177,113,258,53
2024-07-21,Story,Tutorial,"#VeganBeauty, #SugarCosmetics",Confident,Influencer,25673,18153,4273,590,199,308,739,357
2025-01-23,Image,Giveaway,"#MakeupGoals, #SugarCosmetics, #VeganBeauty",Excited,Paid,30739,24724,3073,360,179,111,401,181
2024-09-24,Reel,Influencer Collab,#BoldLooks,Curious,Organic,34826,32765,1691,312,158,163,344,58
2024-10-25,Story,Giveaway,"#MakeupGoals, #VeganBeauty, #BoldLooks",Curious,Organic,8254,5681,1205,231,26,72,105,13
2024-11-20,Image,Tutorial,#VeganBeauty,Inspired,Paid,13239,10258,1731,125,79,159,512,253
2025-02-07,Reel,Influencer Collab,"#VeganBeauty, #CrueltyFree",Happy,Paid,28567,23201,2723,375,104,73,438,76
2024-07-21,Story,Giveaway,#MakeupGoals,Curious,Paid,45331,27587,5741,297,208,117,691,86
2025-01-12,Video,Influencer Collab,#CrueltyFree,Excited,Organic,30410,23136,2775,399,223,199,923,426
2024-10-21,Video,Festive Offer,"#MakeupGoals, #VeganBeauty, #BoldLooks",Confident,Paid,26279,20395,1296,205,106,55,745,201
2024-12-26,Reel,Festive Offer,#MakeupGoals,Confident,Collab,22353,20034,1257,68,41,115,860,320
2025-01-20,Image,Festive Offer,"#BoldLooks, #CrueltyFree, #VeganBeauty",Excited,Collab,18182,15533,3704,647,244,271,288,104
2024-10-26,Video,Festive Offer,"#VeganBeauty, #MakeupGoals",Confident,Collab,13300,8692,1836,232,179,78,254,70
2024-10-10,Reel,Product Launch,"#CrueltyFree, #VeganBeauty, #BoldLooks",Curious,Collab,27666,17469,2937,410,140,160,212,65
2025-02-21,Video,Tutorial,"#VeganBeauty, #BoldLooks",Confident,Influencer,40743,33250,6720,820,630,514,1327,237
2024-04-25,Story,Influencer Collab,"#VeganBeauty, #MakeupGoals",Inspired,Paid,15669,13964,1707,139,76,135,372,146
2024-05-25,Video,Influencer Collab,#VeganBeauty,Excited,Paid,38085,31800,4917,908,121,414,1325,199
2024-08-11,Story,Festive Offer,#BoldLooks,Excited,Organic,9080,8332,1827,225,24,114,318,74
2024-07-14,Reel,Product Launch,"#CrueltyFree, #MakeupGoals, #BoldLooks",Curious,Organic,43244,29437,6022,607,137,533,658,239
2024-09-23,Image,Tutorial,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Curious,Organic,30714,23290,1239,83,33,36,551,267
2025-01-12,Image,Festive Offer,#VeganBeauty,Excited,Paid,27783,18037,3487,403,161,107,545,82
2024-07-22,Story,Festive Offer,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Happy,Collab,49348,42797,4350,531,431,325,1868,496
2024-08-16,Video,Tutorial,#MakeupGoals,Curious,Paid,35948,28135,2280,341,147,61,322,112
2025-01-02,Video,Tutorial,"#CrueltyFree, #SugarCosmetics",Curious,Influencer,41747,26311,5311,515,272,206,923,203
2024-12-01,Story,Giveaway,#BoldLooks,Inspired,Organic,15551,9724,2194,209,150,101,249,51
2024-09-09,Story,Festive Offer,#SugarCosmetics,Inspired,Collab,48999,30455,5514,282,442,404,680,147
2024-10-20,Reel,Influencer Collab,"#SugarCosmetics, #BoldLooks",Inspired,Influencer,41551,38312,2292,311,199,90,1726,185
2024-11-20,Reel,Influencer Collab,#VeganBeauty,Happy,Organic,10617,7059,1075,213,73,26,218,65
2024-11-11,Story,Influencer Collab,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Happy,Influencer,12920,10871,1591,109,46,40,358,124
2024-08-30,Image,Festive Offer,"#VeganBeauty, #SugarCosmetics",Confident,Collab,22446,15343,3331,558,280,259,664,119
2024-10-01,Video,Festive Offer,"#CrueltyFree, #VeganBeauty",Curious,Paid,10243,8472,1017,190,22,74,86,40
2025-02-02,Image,Product Launch,"#CrueltyFree, #BoldLooks",Happy,Influencer,5666,3704,772,144,19,65,175,83
2024-11-18,Reel,Festive Offer,"#SugarCosmetics, #BoldLooks",Excited,Collab,11336,8069,1711,262,128,129,181,25
2024-08-25,Video,Festive Offer,#VeganBeauty,Curious,Influencer,27819,20542,1744,309,64,118,618,74
2024-09-02,Reel,Influencer Collab,#BoldLooks,Excited,Influencer,16008,10025,2392,250,220,197,403,138
2025-01-17,Video,Giveaway,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Curious,Influencer,42037,34609,6082,809,600,477,1421,638
2024-10-12,Video,Giveaway,"#SugarCosmetics, #CrueltyFree",Curious,Paid,11985,7272,1571,112,153,107,286,41
2024-08-02,Video,Festive Offer,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Inspired,Collab,44102,39414,7118,892,533,145,1328,582
2024-08-16,Video,Product Launch,#SugarCosmetics,Confident,Organic,45859,29253,3925,624,77,143,465,194
2024-07-25,Story,Influencer Collab,#BoldLooks,Inspired,Influencer,48879,44613,5703,553,294,292,1987,937
2024-07-17,Reel,Giveaway,"#BoldLooks, #VeganBeauty, #SugarCosmetics",Confident,Influencer,8207,5688,529,91,52,34,120,31
2024-06-05,Video,Influencer Collab,"#CrueltyFree, #VeganBeauty",Confident,Influencer,44350,26692,4349,438,169,311,1176,404
2025-01-24,Image,Festive Offer,#SugarCosmetics,Excited,Organic,36670,32076,2835,413,195,273,1315,554
2024-07-03,Reel,Influencer Collab,#BoldLooks,Confident,Collab,21133,15827,2530,383,163,130,326,54
2024-08-19,Image,Product Launch,"#CrueltyFree, #MakeupGoals",Inspired,Organic,46667,38541,7225,764,242,583,1578,445
2024-06-04,Image,Giveaway,"#MakeupGoals, #BoldLooks",Curious,Paid,49926,30154,5708,607,541,487,1010,202
2025-02-01,Reel,Tutorial,#BoldLooks,Inspired,Paid,6695,4814,699,65,39,23,236,33
2024-11-13,Story,Tutorial,#BoldLooks,Happy,Collab,31175,28673,4446,705,218,313,677,149
2025-02-09,Story,Giveaway,#VeganBeauty,Happy,Organic,32688,25311,4199,390,180,112,306,61
2025-01-12,Story,Festive Offer,#BoldLooks,Confident,Collab,18861,12001,2551,142,176,106,538,158
2024-06-30,Reel,Product Launch,"#SugarCosmetics, #BoldLooks, #MakeupGoals",Inspired,Organic,17979,11424,2564,323,212,126,171,19
2024-07-02,Image,Product Launch,#BoldLooks,Happy,Collab,1947,1652,202,35,10,15,23,10
2024-07-12,Reel,Tutorial,#MakeupGoals,Curious,Collab,1908,1568,387,27,18,20,41,14
2025-01-31,Story,Giveaway,"#MakeupGoals, #CrueltyFree",Confident,Influencer,25373,18751,3080,594,174,263,597,69
2024-10-24,Video,Festive Offer,"#SugarCosmetics, #BoldLooks, #MakeupGoals",Happy,Organic,26037,24709,2681,277,254,206,539,179
2024-08-04,Reel,Festive Offer,"#MakeupGoals, #VeganBeauty",Inspired,Organic,2934,2636,540,58,29,30,53,16
2025-01-25,Story,Tutorial,#SugarCosmetics,Excited,Paid,41750,30378,6729,605,378,192,1105,480
2024-12-04,Video,Tutorial,#SugarCosmetics,Confident,Paid,11529,10081,2042,323,58,96,290,67
